sample_id,region_id,split,cube_path,label_path,metadata_path,time_quality_path
sample_001356,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001356/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001356/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001356/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001356/time_quality.json
sample_001357,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001357/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001357/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001357/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001357/time_quality.json
sample_001358,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001358/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001358/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001358/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001358/time_quality.json
sample_001391,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001391/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001391/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001391/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001391/time_quality.json
sample_001392,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001392/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001392/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001392/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001392/time_quality.json
sample_001393,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001393/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001393/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001393/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001393/time_quality.json
sample_001394,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001394/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001394/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001394/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001394/time_quality.json
sample_001395,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001395/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001395/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001395/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001395/time_quality.json
sample_001396,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001396/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001396/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001396/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001396/time_quality.json
sample_001397,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001397/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001397/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001397/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001397/time_quality.json
sample_001398,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001398/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001398/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001398/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001398/time_quality.json
sample_001399,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001399/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001399/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001399/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001399/time_quality.json
sample_001427,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001427/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001427/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001427/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001427/time_quality.json
sample_001428,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001428/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001428/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001428/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001428/time_quality.json
sample_001429,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001429/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001429/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001429/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001429/time_quality.json
sample_001430,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001430/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001430/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001430/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001430/time_quality.json
sample_001431,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001431/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001431/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001431/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001431/time_quality.json
sample_001432,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001432/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001432/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001432/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001432/time_quality.json
sample_001433,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001433/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001433/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001433/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001433/time_quality.json
sample_001434,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001434/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001434/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001434/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001434/time_quality.json
sample_001435,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001435/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001435/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001435/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001435/time_quality.json
sample_001436,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001436/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001436/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001436/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001436/time_quality.json
sample_001472,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001472/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001472/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001472/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001472/time_quality.json
sample_001473,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001473/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001473/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001473/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001473/time_quality.json
sample_001474,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001474/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001474/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001474/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001474/time_quality.json
sample_001475,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001475/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001475/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001475/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001475/time_quality.json
sample_001476,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001476/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001476/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001476/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001476/time_quality.json
sample_001477,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001477/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001477/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001477/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001477/time_quality.json
sample_001478,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001478/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001478/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001478/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001478/time_quality.json
sample_001479,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001479/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001479/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001479/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001479/time_quality.json
sample_001480,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001480/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001480/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001480/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001480/time_quality.json
sample_001481,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001481/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001481/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001481/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001481/time_quality.json
sample_001525,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001525/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001525/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001525/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001525/time_quality.json
sample_001526,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001526/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001526/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001526/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001526/time_quality.json
sample_001527,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001527/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001527/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001527/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001527/time_quality.json
sample_001528,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001528/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001528/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001528/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001528/time_quality.json
sample_001529,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001529/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001529/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001529/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001529/time_quality.json
sample_001530,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001530/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001530/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001530/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001530/time_quality.json
sample_001531,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001531/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001531/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001531/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001531/time_quality.json
sample_001532,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001532/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001532/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001532/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001532/time_quality.json
sample_001533,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001533/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001533/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001533/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001533/time_quality.json
sample_001534,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001534/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001534/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001534/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001534/time_quality.json
sample_001535,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001535/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001535/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001535/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001535/time_quality.json
sample_001536,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001536/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001536/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001536/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001536/time_quality.json
sample_001537,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001537/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001537/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001537/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001537/time_quality.json
sample_001538,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001538/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001538/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001538/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001538/time_quality.json
sample_001539,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001539/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001539/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001539/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001539/time_quality.json
sample_001540,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001540/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001540/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001540/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001540/time_quality.json
sample_001541,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001541/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001541/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001541/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001541/time_quality.json
sample_001584,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001584/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001584/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001584/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001584/time_quality.json
sample_001585,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001585/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001585/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001585/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001585/time_quality.json
sample_001586,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001586/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001586/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001586/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001586/time_quality.json
sample_001587,region_r007_c021,train,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001587/x_cube.npy,05_pseudo_labels/sam_refined/xinjiang_vvp_mmi_confidence_corrected/conservative_v1/sample_001587/pseudo_label.npy,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001587/metadata.json,03_processed_data/cubes/xinjiang_2021/cubes/2021/sample_001587/time_quality.json
